,parameter,deployments,count,mean,std,min,25%,50%,75%,max
165,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",38529.000000,   0.000636,   0.000002,   0.000629,   0.000635,   0.000636,   0.000637,   0.000640
166,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",38348.000000,   0.000637,   0.000002,   0.000630,   0.000636,   0.000637,   0.000638,   0.000640
167,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",38390.000000,   0.000637,   0.000002,   0.000631,   0.000636,   0.000637,   0.000638,   0.000641
168,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",38333.000000,   0.000638,   0.000002,   0.000632,   0.000637,   0.000638,   0.000639,   0.000641
169,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",38270.000000,   0.000638,   0.000002,   0.000633,   0.000637,   0.000638,   0.000639,   0.000641
170,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",38279.000000,   0.000638,   0.000001,   0.000634,   0.000638,   0.000638,   0.000639,   0.000642
171,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",38184.000000,   0.000639,   0.000001,   0.000634,   0.000638,   0.000639,   0.000640,   0.000642
172,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",38217.000000,   0.000639,   0.000001,   0.000635,   0.000638,   0.000639,   0.000640,   0.000642
173,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",38081.000000,   0.000639,   0.000001,   0.000635,   0.000639,   0.000639,   0.000640,   0.000642
174,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",37946.000000,   0.000640,   0.000001,   0.000636,   0.000639,   0.000640,   0.000641,   0.000643
175,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",37636.000000,   0.000640,   0.000001,   0.000636,   0.000639,   0.000640,   0.000641,   0.000643
176,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",37343.000000,   0.000640,   0.000001,   0.000636,   0.000639,   0.000640,   0.000641,   0.000643
177,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",37472.000000,   0.000641,   0.000001,   0.000637,   0.000640,   0.000641,   0.000641,   0.000643
178,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",37289.000000,   0.000641,   0.000001,   0.000637,   0.000640,   0.000641,   0.000642,   0.000644
179,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",37240.000000,   0.000641,   0.000001,   0.000638,   0.000640,   0.000641,   0.000642,   0.000644
180,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",37074.000000,   0.000641,   0.000001,   0.000638,   0.000641,   0.000641,   0.000642,   0.000644
181,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",37017.000000,   0.000642,   0.000001,   0.000638,   0.000641,   0.000642,   0.000642,   0.000644
182,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36965.000000,   0.000642,   0.000001,   0.000639,   0.000641,   0.000642,   0.000643,   0.000644
183,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36922.000000,   0.000642,   0.000001,   0.000639,   0.000641,   0.000642,   0.000643,   0.000645
184,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36924.000000,   0.000642,   0.000001,   0.000639,   0.000642,   0.000642,   0.000643,   0.000645
185,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36802.000000,   0.000642,   0.000001,   0.000640,   0.000642,   0.000642,   0.000643,   0.000645
186,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36747.000000,   0.000643,   0.000001,   0.000640,   0.000642,   0.000643,   0.000643,   0.000645
187,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36671.000000,   0.000643,   0.000001,   0.000640,   0.000642,   0.000643,   0.000644,   0.000645
188,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36678.000000,   0.000643,   0.000001,   0.000640,   0.000642,   0.000643,   0.000644,   0.000645
189,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36706.000000,   0.000643,   0.000001,   0.000641,   0.000643,   0.000643,   0.000644,   0.000645
190,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36581.000000,   0.000644,   0.000001,   0.000641,   0.000643,   0.000643,   0.000644,   0.000646
191,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36581.000000,   0.000644,   0.000001,   0.000641,   0.000643,   0.000644,   0.000644,   0.000646
192,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36461.000000,   0.000644,   0.000001,   0.000641,   0.000643,   0.000644,   0.000645,   0.000646
193,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36472.000000,   0.000644,   0.000001,   0.000642,   0.000644,   0.000644,   0.000645,   0.000646
194,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36326.000000,   0.000644,   0.000001,   0.000642,   0.000644,   0.000644,   0.000645,   0.000646
195,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36369.000000,   0.000645,   0.000001,   0.000642,   0.000644,   0.000644,   0.000645,   0.000647
196,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36199.000000,   0.000645,   0.000001,   0.000642,   0.000644,   0.000645,   0.000645,   0.000647
197,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36152.000000,   0.000645,   0.000001,   0.000643,   0.000644,   0.000645,   0.000645,   0.000647
198,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36123.000000,   0.000645,   0.000001,   0.000643,   0.000645,   0.000645,   0.000646,   0.000647
199,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36047.000000,   0.000645,   0.000001,   0.000643,   0.000645,   0.000645,   0.000646,   0.000647
200,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",36020.000000,   0.000645,   0.000001,   0.000643,   0.000645,   0.000645,   0.000646,   0.000647
201,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",35847.000000,   0.000646,   0.000001,   0.000644,   0.000645,   0.000646,   0.000646,   0.000648
202,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",35746.000000,   0.000646,   0.000001,   0.000644,   0.000645,   0.000646,   0.000646,   0.000648
203,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",35246.000000,   0.000646,   0.000001,   0.000644,   0.000645,   0.000646,   0.000646,   0.000648
204,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",34079.000000,   0.000646,   0.000001,   0.000644,   0.000646,   0.000646,   0.000647,   0.000648
205,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",32748.000000,   0.000646,   0.000001,   0.000645,   0.000646,   0.000646,   0.000647,   0.000648
206,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",3178.000000,   0.000646,   0.000001,   0.000645,   0.000646,   0.000646,   0.000647,   0.000648
207,Total Scattering Coefficient of Pure Seawater,"1, 2, 3, 4, 5, 6, 7, 8",  52.000000,   0.000645,   0.000000,   0.000645,   0.000645,   0.000645,   0.000646,   0.000646
208,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",   0.000000,,,,,,,
209,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",2720.000000,   0.000270,   0.000118,   0.000097,   0.000194,   0.000242,   0.000307,   0.000825
210,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",30718.000000,   0.000241,   0.000089,   0.000119,   0.000175,   0.000222,   0.000285,   0.000825
211,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",41306.000000,   0.000218,   0.000081,   0.000111,   0.000158,   0.000198,   0.000258,   0.000621
212,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",40977.000000,   0.000200,   0.000079,   0.000101,   0.000143,   0.000179,   0.000233,   0.000615
213,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",40630.000000,   0.000193,   0.000084,   0.000095,   0.000136,   0.000168,   0.000223,   0.000677
214,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",40023.000000,   0.000195,   0.000093,   0.000092,   0.000133,   0.000168,   0.000220,   0.000835
215,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",39574.000000,   0.000200,   0.000103,   0.000092,   0.000133,   0.000171,   0.000223,   0.000878
216,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",39490.000000,   0.000206,   0.000111,   0.000092,   0.000136,   0.000172,   0.000230,   0.000917
217,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",39374.000000,   0.000214,   0.000117,   0.000092,   0.000139,   0.000178,   0.000243,   0.000917
218,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",39251.000000,   0.000224,   0.000123,   0.000095,   0.000142,   0.000182,   0.000260,   0.000907
219,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",39080.000000,   0.000234,   0.000127,   0.000098,   0.000146,   0.000191,   0.000276,   0.000861
220,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",39133.000000,   0.000243,   0.000128,   0.000098,   0.000149,   0.000198,   0.000294,   0.000861
221,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",39026.000000,   0.000253,   0.000129,   0.000098,   0.000155,   0.000209,   0.000316,   0.000848
222,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",38776.000000,   0.000259,   0.000128,   0.000098,   0.000159,   0.000218,   0.000330,   0.000832
223,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",38930.000000,   0.000260,   0.000127,   0.000101,   0.000160,   0.000220,   0.000332,   0.000812
224,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",38849.000000,   0.000261,   0.000127,   0.000101,   0.000159,   0.000220,   0.000335,   0.000779
225,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",38723.000000,   0.000258,   0.000125,   0.000101,   0.000158,   0.000217,   0.000331,   0.000779
226,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",38669.000000,   0.000251,   0.000119,   0.000105,   0.000155,   0.000214,   0.000319,   0.000760
227,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",38530.000000,   0.000243,   0.000112,   0.000101,   0.000153,   0.000207,   0.000306,   0.000694
228,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",38139.000000,   0.000234,   0.000105,   0.000101,   0.000152,   0.000198,   0.000292,   0.000675
229,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",38360.000000,   0.000224,   0.000097,   0.000101,   0.000149,   0.000194,   0.000275,   0.000643
230,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",38089.000000,   0.000215,   0.000090,   0.000101,   0.000146,   0.000188,   0.000263,   0.000608
231,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37985.000000,   0.000209,   0.000083,   0.000101,   0.000143,   0.000184,   0.000254,   0.000572
232,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37942.000000,   0.000203,   0.000078,   0.000101,   0.000142,   0.000181,   0.000244,   0.000533
233,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37670.000000,   0.000200,   0.000074,   0.000101,   0.000142,   0.000178,   0.000240,   0.000523
234,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37799.000000,   0.000196,   0.000070,   0.000098,   0.000142,   0.000178,   0.000235,   0.000500
235,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37951.000000,   0.000192,   0.000066,   0.000098,   0.000141,   0.000174,   0.000230,   0.000483
236,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37828.000000,   0.000190,   0.000064,   0.000098,   0.000139,   0.000174,   0.000228,   0.000480
237,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37573.000000,   0.000190,   0.000062,   0.000098,   0.000142,   0.000175,   0.000226,   0.000480
238,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37460.000000,   0.000189,   0.000059,   0.000098,   0.000143,   0.000175,   0.000224,   0.000450
239,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37542.000000,   0.000187,   0.000058,   0.000098,   0.000143,   0.000175,   0.000223,   0.000444
240,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37707.000000,   0.000187,   0.000056,   0.000098,   0.000143,   0.000177,   0.000223,   0.000431
241,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37681.000000,   0.000188,   0.000056,   0.000098,   0.000143,   0.000178,   0.000223,   0.000424
242,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37287.000000,   0.000189,   0.000056,   0.000098,   0.000145,   0.000178,   0.000223,   0.000427
243,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37303.000000,   0.000189,   0.000056,   0.000101,   0.000146,   0.000178,   0.000223,   0.000431
244,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37093.000000,   0.000190,   0.000056,   0.000101,   0.000146,   0.000178,   0.000224,   0.000450
245,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37259.000000,   0.000190,   0.000056,   0.000105,   0.000146,   0.000179,   0.000225,   0.000450
246,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37197.000000,   0.000191,   0.000057,   0.000105,   0.000146,   0.000181,   0.000225,   0.000441
247,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",37110.000000,   0.000193,   0.000057,   0.000105,   0.000148,   0.000181,   0.000227,   0.000457
248,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",36959.000000,   0.000194,   0.000058,   0.000108,   0.000149,   0.000184,   0.000230,   0.000457
249,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",36919.000000,   0.000197,   0.000059,   0.000109,   0.000150,   0.000185,   0.000233,   0.000464
250,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",36818.000000,   0.000200,   0.000060,   0.000109,   0.000152,   0.000188,   0.000237,   0.000470
251,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",36710.000000,   0.000204,   0.000061,   0.000112,   0.000155,   0.000192,   0.000240,   0.000477
252,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",36748.000000,   0.000209,   0.000063,   0.000112,   0.000158,   0.000197,   0.000247,   0.000477
253,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",36476.000000,   0.000216,   0.000065,   0.000112,   0.000165,   0.000206,   0.000255,   0.000483
254,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",36220.000000,   0.000225,   0.000067,   0.000116,   0.000174,   0.000215,   0.000266,   0.000513
255,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",35788.000000,   0.000235,   0.000069,   0.000116,   0.000181,   0.000226,   0.000278,   0.000582
256,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",34629.000000,   0.000247,   0.000071,   0.000119,   0.000193,   0.000238,   0.000291,   0.000585
257,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",33298.000000,   0.000263,   0.000076,   0.000127,   0.000205,   0.000252,   0.000308,   0.000612
258,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",3171.000000,   0.000279,   0.000080,   0.000136,   0.000220,   0.000268,   0.000327,   0.000651
259,Total Volume Scattering Coefficient,"1, 2, 3, 4, 5, 6, 7, 8",  53.000000,   0.000280,   0.000064,   0.000217,   0.000239,   0.000252,   0.000297,   0.000475
